timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
37401.49794,2025-01-01 10:23:21.497940,10,2,0,0,0.0,0.0,0.0,486.0,14.0,4675020097.602571,125000.0,125000.0,0.028
37519.0,2025-01-01 10:25:19.000000,10,2,2,0,0.0,0.0,0.0,103.0,397.0,4689895303.569313,125000.0,125000.0,0.794
37519.0,2025-01-01 10:25:19.000000,10,2,2,0,0.0,0.0,0.0,103.0,397.0,4689895303.569325,125000.0,128000.0,0.794
37519.720239,2025-01-01 10:25:19.720239,10,2,1,0,0.0,0.0,0.0,103.0,397.0,4689895303.569325,125000.0,128000.0,0.794
37520.51931,2025-01-01 10:25:20.519310,10,2,0,0,0.0,0.0,0.0,103.0,397.0,4689895303.569325,125000.0,128000.0,0.794
37612.0,2025-01-01 10:26:52.000000,10,2,2,0,0.0,0.0,0.0,483.0,17.0,4701525992.079794,125000.0,125000.0,0.034
37612.0,2025-01-01 10:26:52.000000,10,2,2,0,0.0,0.0,0.0,483.0,17.0,4701525992.079807,125000.0,128000.0,0.034
37612.587404000005,2025-01-01 10:26:52.587404,10,2,1,0,0.0,0.0,0.0,483.0,17.0,4701525992.079807,125000.0,128000.0,0.034
37613.796088,2025-01-01 10:26:53.796088,10,2,0,0,0.0,0.0,0.0,483.0,17.0,4701525992.079807,125000.0,128000.0,0.034
37898.0,2025-01-01 10:31:38.000000,10,2,1,0,0.0,0.0,0.0,485.0,15.0,4737276244.478311,125000.0,125000.0,0.03
37899.465754000004,2025-01-01 10:31:39.465754,10,2,0,0,0.0,0.0,0.0,485.0,15.0,4737276244.478311,125000.0,125000.0,0.03
38326.0,2025-01-01 10:38:46.000000,10,2,2,0,0.0,0.0,0.0,449.0,51.0,4790776460.415355,125000.0,125000.0,0.102
38326.0,2025-01-01 10:38:46.000000,10,2,2,0,0.0,0.0,0.0,449.0,51.0,4790776460.415368,125000.0,128000.0,0.102
38326.682992,2025-01-01 10:38:46.682992,10,2,1,0,0.0,0.0,0.0,449.0,51.0,4790776460.415368,125000.0,128000.0,0.102
38327.325975,2025-01-01 10:38:47.325975,10,2,0,0,0.0,0.0,0.0,449.0,51.0,4790776460.415368,125000.0,128000.0,0.102
38469.0,2025-01-01 10:41:09.000000,10,2,1,0,0.0,0.0,0.0,466.0,34.0,4808652010.916603,125000.0,125000.0,0.068
38470.976764,2025-01-01 10:41:10.976764,10,2,0,0,0.0,0.0,0.0,466.0,34.0,4808652010.916603,125000.0,125000.0,0.068
38882.0,2025-01-01 10:48:02.000000,10,2,2,0,0.0,0.0,0.0,461.0,39.0,4860277671.01454,125000.0,125000.0,0.078
